name_id,camis,dba,cuisine_description,phone
11341,50097256,NEW YORK TWISTED WINGS,Chicken,6467326864
11342,50046472,Texas Chicken and Burger,Chicken,7185636633
11343,50089768,POPEYES,Chicken,3478854287
11344,50065407,POPEYES,Chicken,7188726036
11345,50088169,PAPAS HALAL FRIED CHICKEN & PIZZA,Chicken,7184215600
11346,50085421,STICKY'S FINGER JOINT,Chicken,9177551770
11347,50053334,KFC,Chicken,7185858333
11348,50086298,98K KENNEDY,Chicken,6462585170
11349,50011323,KENNEDY FRIED CHICKEN,Chicken,7187539062
11350,50079299,TEXAS CHICKEN AND BURGERS,Chicken,7186900306
11351,50064192,TEXAS CHICKEN & BURGERS,Chicken,3472717138
11352,41096516,PLANET WINGS,Chicken,7182737575
11353,50036126,NEW YORK FRIED CHICKEN & PIZZA,Chicken,7183730391
11354,50000293,KENNEDY FRIED CHICKEN,Chicken,3478759481
11355,40786907,BOSTON MARKET,Chicken,7186474700
11356,41550389,CROWN FRIED CHICKEN AND PIZZA,Chicken,3473657746
11357,50085447,NEW CANARSIE CHICKEN & GYRO,Chicken,7182510170
11358,50078406,CROWN FRIED CHICKEN & PIZZA,Chicken,9294318788
11359,50045050,TEXAS FRIED CHICKEN AND PIZZA,Chicken,7186765004
11360,50012356,TEXAS CHICKEN & BURGERS,Chicken,9173304730
11361,50099766,GO GO CHICKEN,Chicken,6468700267
11362,50083711,CHICK-FIL-A,Chicken,9293435064
11363,50073625,KRISPY KRUNCHY CHICKEN AND PIZZA,Chicken,6469984200
11364,50004769,CROWN FRIED CHICKEN,Chicken,7189191700
11365,50057456,KENNEDY FRIED CHICKEN,Chicken,3478276439
11366,50004349,KFC,Chicken,7184630218
11367,41717909,POPEYES,Chicken,7189193451
11368,40868161,NEW CROWN CHICKEN & BISCUIT,Chicken,7185667469
11369,41206006,NEW YORK FRIED CHICKEN,Chicken,7185253801
11370,50089419,KENNEDY FRIED CHICKEN,Chicken,7186843536
11371,50074424,AMERICAN WING COMPANY,Chicken,6463706640
11372,50108317,KFC,Chicken,9177965620
11373,50012561,STICKY'S FINGER JOINT,Chicken,6464905856
11374,50062991,110 KENNEDY FRIED CHICKEN,Chicken,3474007607
11375,50090348,KENNEDY FRIED CHICKEN,Chicken,9146089242
11376,50088534,BAGOCK,Chicken,2024988673
11377,50086967,Kennedy Fried Chicken,Chicken,9292729858
11378,50014381,CROWN GRILL HALAL CHICKEN,Chicken,7186381004
11379,41709604,TEXAS CHICKEN & BURGERS,Chicken,6469186207
11380,50061123,CROWN GRILL & CHICKEN,Chicken,7189317875
11381,50091934,POPEYES,Chicken,7183360087
11382,50004312,KFC,Chicken,8776944474
11383,50051939,WINGSTOP,Chicken,3475649555
11384,50072800,ROCHDALE CHICKEN AND FISH,Chicken,7185937674
11385,41721692,KENNEDY FRIED CHICKEN,Chicken,7187944515
11386,50051888,WINGSTOP,Chicken,7329865811
11387,50060863,COLONY FRIED CHICKEN,Chicken,7185891372
11388,50009619,POPEYES,Chicken,7187121200
11389,41493832,BONCHON,Chicken,2122213339
11390,50084413,CHICKEN SHACK,Chicken,7186852290
11391,50006972,RICO'S CHICKEN,Chicken,7188061705
11392,50065125,CAPTAIN FRIED CHICKEN,Chicken,2125870281
11393,50077663,PALACE FRIED CHICKEN,Chicken,9174365666
11394,41595963,POPEYES LOUISANA KITCHEN,Chicken,7183819681
11395,41602875,PURBIRD,Chicken,7188572473
11396,50056649,FIELDS GOOD CHICKEN,Chicken,2126750462
11397,50086608,CHICKENFEST AZTECA,Chicken,9294068292
11398,50014212,CHICKEN SHACK,Chicken,7187213035
11399,50101936,KOKO WINGS,Chicken,3475332631
11400,50099012,POPEYES,Chicken,5166407902
11401,41653095,POPEYES,Chicken,7186769535
11402,50005874,KENNEDY FRIED CHICKEN,Chicken,9293059882
11403,50047230,CHIRPING CHICKEN,Chicken,2122447334
11404,41215420,POPEYES,Chicken,7185483010
11405,50046314,KENNEDY FRIED CHICKEN,Chicken,3474317926
11406,50101058,THE ORIGINAL AMERICAN CHICKEN & BAKERY INTL TWO,Chicken,7184339660
11407,50086971,KENNEDY FRIED CHICKEN & PIZZA,Chicken,9176318300
11408,50057415,KENNEDY CHICKEN,Chicken,9177804588
11409,50037394,KRAZY CHICKEN & PIZZA,Chicken,7184847761
11410,41483790,WORLD FAMOUS NEW ORLEANS CHICKEN,Chicken,7188425309
11411,50082531,KENNEDY FRIED CHICKEN,Chicken,6469059373
11412,50084691,PELICANA CHICKEN,Chicken,7185606060
11413,50104178,KENNEDY FRIED CHICKEN,Chicken,7188814868
11414,50089414,CROWN GRILL & SALAD,Chicken,7184952000
11415,50000307,JOHNNY'S FRIED CHICKEN,Chicken,7186810641
11416,50012014,KENNEDY CHICKEN & PIZZA,Chicken,2122892596
11417,41680256,POPEYES,Chicken,3479555356
11418,50090441,KUNG FU CHICKEN,Chicken,3473787888
11419,41633520,POPEYES,Chicken,2129667077
11420,41547684,PLANET WINGS,Chicken,7187209464
11421,50101961,MAMAS CHICKEN AND BURGERS,Chicken,5162091820
11422,41658866,DELI DOROJ FRIED CHICKEN AND PIZZA,Chicken,7182652540
11423,50089524,CROWN FRIED CHICKEN,Chicken,7187361342
11424,50063138,CROWN FRIED CHICKEN,Chicken,7186245325
11425,50046783,JAGANA FAMILY KENNEDY FRIED CHICKEN,Chicken,3472779698
11426,50074603,CHICK-FIL-A,Chicken,6468697304
11427,41591008,KFC,Chicken,7185156155
11428,50079684,KRAVE CHICKEN & BURGER,Chicken,7187865571
11429,41492690,KENNEDY FRIED CHICKEN,Chicken,7182351283
11430,50094835,SUPER KENNEDY FRIED CHICKEN,Chicken,3478436002
11431,50091469,CHICK-FIL-A,Chicken,6463681700
11432,50037751,TEXAS CHICKEN & BURGERS,Chicken,7185632668
11433,41716268,KENNEDY FRIED CHICKEN,Chicken,9173764215
11434,50085913,ROOSTER'S FRIED CHICKEN & PIZZA,Chicken,7184069661
11435,50036594,NYCS FRIED CHICKEN,Chicken,7184840342
11436,41105399,CROWN FRIED CHICKEN,Chicken,7182202727
11437,40557466,KENNEDY FRIED CHICKEN,Chicken,3475207275
11438,50102650,CROWN FRIED CHICKEN AND PIZZA,Chicken,7182841177
11439,50017869,CROWN FRIED CHICKEN,Chicken,7182409333
11440,50051294,KENNEDY FRIED CHICKEN,Chicken,7186586721
11441,50053777,WING WORLD,Chicken,7183519464
11442,50077893,CROWN CHICKEN & DELI,Chicken,9175865062
11443,41180600,KENNEDY FRIED CHICKEN,Chicken,7187799337
11444,50053703,JOHN'S FRIED CHICKEN,Chicken,6464914042
11445,50052413,KING CHICKEN PIZZA BURGERS,Chicken,7188492350
11446,41531373,POPEYES,Chicken,3475911570
11447,50049019,TERRIFIC WINGS,Chicken,6465599306
11448,50053469,POPEYES,Chicken,7188863300
11449,50079907,STICKY'S FINGER JOINT,Chicken,9177551770
11450,50085602,CHICK-FIL-A,Chicken,2122452325
11451,50071351,FUKU,Chicken,9179433092
11452,50061060,TEXAS CHICKEN & BURGERS,Chicken,6467758513
11453,41476556,POPEYES,Chicken,7185234233
11454,50058095,TEXAS CHICKEN & BURGERS,Chicken,7188262493
11455,50105757,CASTLE CHICKEN AND BURGER,Chicken,3476590684
11456,50043021,TEXAS CHICKEN & BURGERS,Chicken,7187495118
11457,50089950,LEGEND CHICKEN,Chicken,5163886888
11458,50033366,POPEYES,Chicken,7187797728
11459,50092496,NY FISH HOUSE & CRISPY CHICKEN,Chicken,3479188677
11460,50072743,DALLAS CHICKEN & BISCUIT,Chicken,7182246030
11461,50108259,KFC,Chicken,7186224108
11462,50093312,KENNEDY FRIED CHICKEN,Chicken,7184150605
11463,50090350,US KENNEDY FRIED CHICKEN,Chicken,7184508855
11464,50084443,KENNEDY FRIED CHICKEN & PIZZA,Chicken,9292729858
11465,50072976,POPEYES,Chicken,3472814330
11466,50054409,KENNEDY FRIED CHICKEN,Chicken,3475771877
11467,50100091,PAPA CHICKEN 2,Chicken,7188658989
11468,50089917,CROWN FRIED CHICKEN,Chicken,7185766116
11469,50086972,KENNEDY FRIED CHICKEN,Chicken,9178012727
11470,50095781,CHICK-FIL-A,Chicken,8556673232
11471,41261371,SUPER CROWN'S FRIED CHICKEN & PIZZA,Chicken,7183281500
11472,41223822,CHIRPING CHICKEN,Chicken,2127876631
11473,50014302,LIBERTY KENNEDY FRIED CHICKEN & PIZZA,Chicken,7183223100
11474,50054452,CHICK-FIL-A,Chicken,7182711755
11475,50100127,KENNEDY FRIED CHICKEN,Chicken,7184801386
11476,41298877,POPEYES,Chicken,7187368310
11477,50108308,KFC,Chicken,9177965620
11478,50101945,POPEYE'S LOUISIANA KITCHEN,Chicken,7182690496
11479,50093379,POPEYES,Chicken,7187360999
11480,50082093,PITKINS FISH & CHICKEN,Chicken,7187740208
11481,50066469,DARBAR'S CHICKEN & RIBS,Chicken,7185294900
11482,50059850,KENNEDY FRIED CHICKEN,Chicken,9292659440
11483,50074590,NEW TEXAS FRIED CHICKEN,Chicken,7183860413
11484,50069897,KENNEDY FRIED CHICKEN,Chicken,2126901200
11485,50033955,CROWN CHICKEN & BISCUIT,Chicken,7183460088
11486,50002114,POPEYES,Chicken,7182384100
11487,41374209,JOHN'S FRIED CHICKEN,Chicken,2125676489
11488,50055163,KENNEDY FRIED CHICKEN & PIZZA,Chicken,7183752065
11489,41548070,POPEYES,Chicken,7182056024
11490,50077667,ROCKAWAY KENNEDY CHICKEN & GRILL,Chicken,7183222167
11491,50087279,KENNEDY FRIED CHICKEN & SALAD BAR,Chicken,7186769700
11492,50000468,TEXAS CHICKEN &BURGER,Chicken,3472705813
11493,50109773,ZINGER CHICKEN & GRILL,Chicken,3474624272
11494,50046782,US KENNEDY FRIED CHICKEN,Chicken,3473627162
11495,40579745,CHICKEN HOLIDAY EXPRESS,Chicken,7184942442
11496,41392510,MARIO'S CHICKEN,Chicken,7184715103
11497,50004317,KENNEDY FRIED CHICKEN,Chicken,6465523988
11498,50049346,CHIRPING CHICKEN,Chicken,2125179888
11499,41350893,BBQ CHICKEN,Chicken,7183535330
11500,50077575,CROWN FRIED CHICKEN,Chicken,3474137007
11501,41257749,POPEYES,Chicken,7187201545
11502,50086475,TEXAS CHICKEN & BURGERS,Chicken,9177450661
11503,40991382,"COZY CORNER, CHICKEN LOVER",Chicken,2123086052
11504,50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,Chicken,7183651000
11505,50039503,KENNEDY FRIED CHICKEN,Chicken,7183285959
11506,40996365,POPEYES,Chicken,2127257033
11507,50106279,Texas Chicken & Burger,Chicken,9173304730
11508,50060531,FIELDS GOOD CHICKEN,Chicken,2125649805
11509,41291187,KENNEDY FRIED CHICKEN,Chicken,7188352330
11510,50012784,WING STOP,Chicken,6467879464
11511,50084791,NEW YORK FRIED CHICKEN,Chicken,7182977499
11512,50018252,THE ORIGINAL AMERICAN CHICKEN,Chicken,7186510800
11513,50114370,BK HALAL GRILL,Chicken,2127291093
11514,41462894,"YUMMY FRIED CHICKEN, PIZZA & GRILL",Chicken,7182915900
11515,41637941,KENNEDY CHICKEN &SANDWICHES,Chicken,3472716218
11516,41663220,US FRIED CHICKEN & PIZZA,Chicken,7184849898
11517,41350160,POPEYES,Chicken,7182390999
11518,41554263,POPEYES,Chicken,7184643636
11519,50068097,CRISP & CRUNCH KENNEDY FRIED CHICKEN,Chicken,7184848304
11520,50008074,WANGS,Chicken,7183636390
11521,40582103,MAMA'S FRIED CHICKEN,Chicken,2125314595
11522,50072298,KRISPY KRUNCHY CHICKEN,Chicken,7185220888
11523,41224360,BUFFALO WILD WINGS,Chicken,7189439453
11524,50073063,CROWN FRIED CHICKEN,Chicken,7182246030
11525,50066552,"Kennedy's Chicken, Pizza & Burgers",Chicken,7184847308
11526,50004313,KFC,Chicken,7188567022
11527,50094166,CROWN FRIED CHICKEN,Chicken,3474058729
11528,50085705,JOHN'S FRIED CHICKEN,Chicken,2125680004
11529,50047001,KENNEDY FRIED CHICKEN,Chicken,3476495981
11530,50053331,KFC,Chicken,7184472822
11531,50076090,GYRO BBQ FRIED CHICKEN,Chicken,3474629696
11532,50044523,TEXAS CHICKEN,Chicken,3476211031
11533,50088137,CROWN FRIED CHICKEN,Chicken,2129962651
11534,50099817,ROYAL FRIED CHICKEN,Chicken,9293545401
11535,50101925,POPEYES LOUISIANA KITCHEN,Chicken,3479607566
11536,50072470,K & J FRIED CHICKEN AND BURGER,Chicken,9172090001
11537,50060168,CROWN FRIED CHICKEN,Chicken,7182246030
11538,50087449,KENNEDY FRIED CHICKEN,Chicken,9172921908
11539,50082364,CROWN FRIED CHICKEN,Chicken,7184843377
11540,41480070,ROYAL FRIED CHICKEN,Chicken,7183468100
11541,40400799,FORDHAM FRIED CHICKEN & SEA FOOD,Chicken,7183647227
11542,41479922,KENNEDY FRIED CHICKEN,Chicken,7184012360
11543,50098045,CROWN FRIED CHICKEN GRILL & SALAD,Chicken,7182350300
11544,41506337,POPEYES,Chicken,7183233500
11545,50076972,KENNEDY FRIED CHICKEN,Chicken,5168283189
11546,50017001,KENNEDY FRIED CHICKEN,Chicken,7188936325
11547,50068377,HELL'S CHICKEN,Chicken,2127571120
11548,50100731,CLUCK'S,Chicken,6463987157
11549,50004311,KFC,Chicken,7186770445
11550,50044258,POPEYES,Chicken,9174719302
11551,50063658,KENNEDY FRIED CHICKEN,Chicken,7182932932
11552,50065193,MR GRILLOOO,Chicken,3474468376
11553,50075106,US FRIED CHICKEN,Chicken,7186652384
11554,50101994,IZZY'S FRIED CHICKEN,Chicken,7189252242
11555,41298621,KENNEDY'S CHICKEN & SANDWICHS,Chicken,3472705804
11556,50095963,KRISPY KRUNCHY CHICKEN,Chicken,7188407714
11557,50073805,CROWN FRIED CHICKEN COFFEE SHOP PIZZA & GRILL,Chicken,7184848444
11558,50057811,TEXAS CHICKEN AND BURGERS,Chicken,3474758422
11559,50060058,PA PA CHICKEN,Chicken,7188658989
11560,50071954,Kennedy Fried Chicken,Chicken,6466845988
11561,50102379,KENNEDY FRIED CHICKEN AND PIZZA,Chicken,3479449117
11562,50075375,ATOMIC WINGS,Chicken,2126662904
11563,50039590,KENNEDY FRIED CHICKEN,Chicken,7186693752
11564,50082152,PELICANA CHICKEN,Chicken,6466890420
11565,50064898,CHIRPING CHICKEN,Chicken,2127876631
11566,50087668,POPEYES,Chicken,7182308918
11567,50087726,INCA CHICKEN,Chicken,7183663763
11568,41628418,KFC,Chicken,7183819175
11569,50070375,KENNEDY FRIED CHICKEN,Chicken,3478921929
11570,50072820,TEXAS CHICKEN & BURGERS,Chicken,9172921908
11571,50073669,KENNEDY'S FRIED CHICKEN,Chicken,3472005923
11572,50108285,KFC,Chicken,7187684853
11573,50077087,RANO'S CHICKEN BURGERS,Chicken,2124231011
11574,41262792,POPEYES,Chicken,2127811570
11575,50036406,TEXAS CHICKEN & BURGER,Chicken,9176349902
11576,50056724,KORNER CHICKEN-N-PIZZA,Chicken,7186580008
11577,50109834,KENNEDY FRIED CHICKEN,Chicken,9173015693
11578,40931302,POPEYES,Chicken,7183654400
11579,50089461,Krispy Krunchy Chicken,Chicken,9177378250
11580,41708566,KENNEDY FRIED CHICKEN,Chicken,7185839565
11581,50045438,CHICK IN,Chicken,7187763776
11582,50088031,Sticky's Finger Joint,Chicken,7185966187
11583,50107913,POPEYES LOUISIANA CHICKEN,Chicken,7188368868
11584,50063660,Kennedy Fried Chicken,Chicken,7182246030
11585,41502775,POPEYES,Chicken,7188865836
11586,50043178,BOSTON MARKET,Chicken,3475494952
11587,50010496,CROWN FRIED CHICKEN,Chicken,7183537104
11588,41625040,KENNEDY FRIED CHICKEN,Chicken,7182870745
11589,50079697,Kennedy fried chicken,Chicken,7182246030
11590,50108311,KFC,Chicken,7187094990
11591,50044006,POLLO CAMPERO,Chicken,7184362835
11592,50105846,CROWN FRIED CHICKEN,Chicken,7182246030
11593,50099056,"ATOMIC WINGS, BURGER HOLE",Chicken,7184806642
11594,50001468,BLUE RIBBON FRIED CHICKEN,Chicken,2122280404
11595,50058180,POPEYES,Chicken,6468688120
11596,50113139,98K,Chicken,7183331088
11597,41350166,POPEYES,Chicken,7183808334
11598,50090419,Mr. Chicken and Mrs. Tea,Chicken,3475530010
11599,50045109,"DUNKIN , JEAN GEORGES SIMPLY CHICKEN",Chicken,2124656273
11600,50036198,KENNEDY'S CHICKEN & GRILL,Chicken,2127814739
11601,50098824,KENNEDY FRIED CHICKEN,Chicken,7186848999
11602,50090565,DAN AND JOHN'S WINGS,Chicken,6465594663
11603,50094770,POPEYES,Chicken,3473415235
11604,50066387,NEW TEXAS FRIED CHICKEN,Chicken,7185741620
11605,50101486,PAPA POULE,Chicken,3475044405
11606,50108315,KFC,Chicken,7183359705
11607,50007837,KENNEDY CHICKEN & BURGERS,Chicken,7185626600
11608,50035098,LINCOLN FRIED CHICKEN,Chicken,7183784236
11609,50102986,TKK FRIED CHICKEN,Chicken,8282223681
11610,50087225,CHUBBY BURGERS & CHICKEN,Chicken,7183924071
11611,50090984,KENNEDY FRIED CHICKEN,Chicken,7184154938
11612,50112599,WINGSTOP,Chicken,7189499464
11613,41703549,POPEYES,Chicken,7185072634
11614,50093708,CROWN FRIED CHICKEN,Chicken,5163040092
11615,50101927,POPEYES LOUISIANA KITCHEN,Chicken,7183743678
11616,50108316,KFC,Chicken,9177965620
11617,50059089,LA ROJA DE TODOS,Chilean,7184243055
11618,50095483,NO. 1 CHINESE RESTAURANT,Chinese,7188466688
11619,50040417,NEW YUNG HONG,Chinese,7186982828
11620,41394237,GOLDEN CITY CHINESE RESTAURANT,Chinese,2126439232
11621,41680592,SPICY VILLAGE,Chinese,9176891882
11622,50000963,NEW WING CHEUNG (New C Ave. D),Chinese,7186293032
11623,50018772,LINDA ASIAN KITCHEN,Chinese,7185741686
11624,50039403,CHANGLE CUISINE,Chinese,9293008988
11625,50073031,SOUTH OF THE CLOUDS,Chinese,2128889653
11626,50000804,TAIPEI HONG,Chinese,7188139107
11627,50076319,LAN TING HOT POT BBQ,Chinese,6466626014
11628,50043327,HAND PULL NOODLE & DUMPLING HOUSE,Chinese,7182326191
11629,40752416,PEKING HOUSE,Chinese,7184549230
11630,40938424,KING'S CHEF,Chinese,7189613388
11631,50045328,NO. 1 CHINESE RESTAURANT,Chinese,7183796197
11632,50037339,NO. 1 KITCHEN,Chinese,7186263633
11633,50090461,WANSHUN SEAFOOD RESTAURANT,Chinese,7187621955
11634,50095648,WOK WOK RESTAURANT,Chinese,7188822434
11635,50053586,NEW TASTE TO GO,Chinese,7189383937
11636,50004619,TASTY DUMPLING,Chinese,2123490070
11637,50087979,Silver Palace,Chinese,2127679697
11638,41145911,WA LUNG KITCHEN,Chinese,2122543775
11639,50047924,XIN HI CHINESE BUFFETT,Chinese,7183792200
11640,50006265,LUNG HWA,Chinese,7183592624
11641,50080087,MEET RICE,Chinese,7187917837
11642,50015219,MING STAR CHINESE RESTAURANT,Chinese,7184466994
11643,41433265,WA JEAL,Chinese,2123963339
11644,50046281,CHINA DRAGON,Chinese,7188569015
11645,41475422,NOODLE HOUSE,Chinese,7182711890
11646,50057012,WIN HING,Chinese,7189215926
11647,50039747,28 MING'S CAFFE,Chinese,2129781888
11648,50066065,LAND OF PLENTY,Chinese,2123088788
11649,50055636,PANDA EXPRESS 2614,Chinese,7182463898
11650,50082239,BEST KITCHEN TIME,Chinese,7182823688
11651,41552592,HAPPY GARDEN,Chinese,7186258583
11652,50050254,HO WAN,Chinese,7188433288
11653,50057717,TEA STATION,Chinese,9175489722
11654,50080273,NEW CHATHAM SEAFOOD RESTAURANT,Chinese,2122338877
11655,50099192,NEW NEW GARDEN RESTAURANT,Chinese,7183376015
11656,50005395,SOY SAUCE,Chinese,7182633663
11657,50045194,BURP BOWL CAFE,Chinese,6464921082
11658,50067780,TAIWAN CUISINE,Chinese,7184788988
11659,50107718,TEN SECONDS YUNNAN RICE NOODLES,Chinese,9177899769
11660,50092340,SZECHUAN DELIGHT NY,Chinese,7188362383
11661,50054734,CITY ISLAND CHINESE RESTAURANT,Chinese,7188853775
11662,50073945,DADONG NEW YORK,Chinese,2123559600
11663,50088158,XIANG HOTPOT,Chinese,7188515888
11664,50078790,DUN HUANG,Chinese,9293265967
11665,50046456,LEE CHINESE FOOD,Chinese,7182775064
11666,50092224,LAOMA MA LA TANG,Chinese,7186612668
11667,50089452,MAY LUCK KITCHEN,Chinese,7186580917
11668,41710558,GOOD FORTUNE RESTAURANT,Chinese,7188888998
11669,50045246,MAIN NOODLE HOUSE,Chinese,2128690888
11670,50093533,PANDA RESTAURANT,Chinese,7185180612
11671,50086766,SPICE BOWL,Chinese,9173531518
11672,50100715,JULIA TEA & DIM SUM HOUSE,Chinese,6465025190
11673,50005481,LUCKY KITCHEN,Chinese,7184192983
11674,50098364,YUMMY YUMMY CHINESE,Chinese,7188987128
11675,50003708,NOODLE Q,Chinese,2122198223
11676,50102780,KINGWUU,Chinese,3473354655
11677,50052717,TOP OCEAN CHINESE RESTAURANT,Chinese,7186286288
11678,41152958,LUCKY ZHANG'S FAMILY,Chinese,7184393366
11679,50018449,SPRING FISH VILLAGE,Chinese,7189393633
11680,41678866,GOLDEN CITY,Chinese,2127811979
11681,50005601,CONGEE VILLAGE,Chinese,2129411818
11682,50080345,ANISE,Chinese,7185430500
11683,50056159,EAST NEW SING BO,Chinese,7184426622
11684,50077566,JANE FAST FOOD,Chinese,6463066186
11685,50045323,BROADWAY SNACKS,Chinese,9172449852
11686,50046004,NEW WAH KWONG RESTAURANT,Chinese,7186541161
11687,50046464,NEW LUCKY HOUSE RESTAURANT,Chinese,7186817430
11688,50053144,XIN,Chinese,3476626222
11689,50001132,WANG JIANG RESTAURANT,Chinese,7184481831
11690,41504651,CHEN WON DIM SUM & BAKERY,Chinese,7182652888
11691,50047265,HAN,Chinese,2127078111
11692,41505368,KING FOOD,Chinese,2127998467
11693,50094392,HEAT NOODLE,Chinese,3472652766
11694,41649164,DONG KING,Chinese,7185388253
11695,41416234,CHINA CITY,Chinese,7187418888
11696,50066324,XING SHENG,Chinese,7182992336
11697,50015103,NEW TASTY HOUSE,Chinese,7188861608
11698,50079117,XINYA,Chinese,7183282580
11699,50044882,NEW LITTLE CHOPSTICKS,Chinese,7188603299
11700,50034342,CHINA DOLL,Chinese,7189751051
11701,50079152,GOLDEN DRAGON,Chinese,9177702711
11702,41699967,NEW KING HOUSE,Chinese,7184467523
11703,41354008,NEW HOP SHING KITCHEN,Chinese,7189225086
11704,50104925,MEI LAI WAH COFFEE SHOP,Chinese,6467259029
11705,50097607,KA WAH,Chinese,7183642458
11706,50091395,KING WOK CHINESE RESTAURANT,Chinese,7187121899
11707,50034784,MANTING RESTAURANT,Chinese,6469217777
11708,50004482,GOLDEN CHINA PAVILION,Chinese,7188283869
11709,50032659,GREAT DRAGON LIN CHINESE RESTAURANT,Chinese,7188715300
11710,50018834,SING SHENG KITCHEN,Chinese,7186519110
11711,50059078,EASTERN CHINESE RESTAURANT,Chinese,7182935194
11712,50043349,NEW NEIGHBOR CHINESE RESTAURANT,Chinese,7188260808
11713,50087294,NEW IMPERIAL KITCHEN,Chinese,7188579998
11714,50065030,LAOMA MA LA TANG,Chinese,7186612668
11715,50012296,GOLDEN WOK CHINESE RESTAURANT,Chinese,2126200712
11716,50087866,HUA LONG RESTAURANT,Chinese,7188755362
11717,50058794,JADE GARDEN,Chinese,7188634693
11718,50079025,NO. 8 KITCHEN & BAR,Chinese,9178602086
11719,50006583,99 FAVOR TASTE,Chinese,6466829122
11720,50071419,MIN JIANG MEI SHI,Chinese,7185673577
11721,50087280,NEW LIN WANG,Chinese,7182727778
11722,41513756,GREAT WALL RESTAURANT,Chinese,7188920256
11723,50066992,KUNG FU XIAO LONG BAO,Chinese,7186612882
11724,41459414,NEW YUNG HONG,Chinese,7185490030
11725,50095758,YASO,Chinese,7186663338
11726,50073259,KAM FUNG,Chinese,7182530212
11727,50099800,MIAO MIAO YA,Chinese,9177179741
11728,50100088,LITTLE TONG NOODLE SHOP,Chinese,4126088668
11729,50044336,KING DRAGON 88,Chinese,2123696788
11730,50088686,BUNTOPIA BK,Chinese,3474353660
11731,50085442,LAN ZHOU RAMEN,Chinese,9179160836
11732,50070665,HIBACHI BUFFET,Chinese,7185901627
11733,50047806,DING,Chinese,2122650828
11734,50071234,AMY'S CHINESE RESTAURANT,Chinese,9172854118
11735,50052511,HOUSE OF CHENG,Chinese,7185888575
11736,50005163,FORTUNE BAKERY,Chinese,7185677880
11737,41385639,BEST CHINESE RESTAURANT,Chinese,7183792438
11738,50098941,DONGSHENG SHI FANG,Chinese,7189398999
11739,41188631,HUNAN DELIGHT,Chinese,7187891400
11740,50039550,SWEET CAFE,Chinese,7185679288
11741,50085403,LI'S NOODLE FUN,Chinese,9174155465
11742,50087765,LONG SPRING GARDEN,Chinese,7185077710
11743,50045463,SUN SHINE SEAFOOD RESTAURANT,Chinese,2122198498
11744,50039250,LIN'S GARDEN,Chinese,7185190135
11745,50080540,NEW MAY MAY KITCHEN,Chinese,2124201328
11746,50109390,OCEAN BAY SEAFOOD RESTUARANT,Chinese,6462511048
11747,50100369,MI TEA,Chinese,3474624571
11748,50100416,CHINA DELIGHT,Chinese,7184793030
11749,50076228,WAH SING RESTAURANT,Chinese,7183426103
11750,50072413,Grand Slam,Chinese,9176810062
11751,50071612,CHINA GARDEN TAKEOUT,Chinese,7183339898
11752,50097461,NEW CAMERON BAKERY,Chinese,2126609889
11753,50106261,HAPPY LAMB,Chinese,7187628881
11754,50063518,ASIAN YUMMY HOUSE,Chinese,7185998889
11755,50059314,JOE'S STEAM RICE ROLL,Chinese,3473796961
11756,41701298,CHINESE GOURMET,Chinese,7187312120
11757,50069385,GOLDEN BIRD CHINESE RESTAURANT,Chinese,7186938810
11758,50059647,U N RESTAURANT,Chinese,2128886103
11759,41341978,GOLDEN KITCHEN,Chinese,7182048999
11760,50082888,PEKING TASTE,Chinese,7189661900
11761,41717895,LOON CHUAN RESTAURANT,Chinese,7189679819
11762,50056889,CHINA DRAGON,Chinese,7188568656
11763,41372518,SHUN FAT KITCHEN,Chinese,7189222286
11764,41512966,CHINA WOK,Chinese,2122814188
11765,50050400,BEIJING,Chinese,7183864588
11766,50003233,HAPPY WOK,Chinese,2122282555
11767,50084510,ATLAS KITCHEN,Chinese,6469280522
11768,50065695,MR. Q'S,Chinese,7188232424
11769,50085255,YUNSHANG RICE NOODLE HOUSE,Chinese,9293009999
11770,50014375,WING HING SEAFOOD RESTAURANT,Chinese,7189980360
11771,50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,Chinese,2122816518
11772,41441928,NEW DOUBLE DRAGON,Chinese,2125980730
11773,50077219,NEW SHANGHAI DELUXE,Chinese,6467755989
11774,50008244,TEN JIN XEING BEING RESTAURANT,Chinese,9173791236
11775,50041687,CHINA KING,Chinese,7185265400
11776,41695391,NEW HUNAN WOK,Chinese,7185297332
11777,50032889,SHUN YUEN CHINESE RESTAURANT,Chinese,7189333929
11778,41488530,HANG LEE RESTAURANT,Chinese,2129420927
11779,41137336,WAH FUNG 1 FAST FOOD,Chinese,2129255175
11780,50053100,NEW TUNG HING,Chinese,9176370007
11781,50075009,#1 GARDEN CHINESE RESTAURANT,Chinese,9172508950
11782,50081426,HAPPY GARDEN,Chinese,7186023800
11783,41222434,OLLIES 42ND,Chinese,2128686588
11784,50112035,FUZHOU FLAVOUR RESTAURANT,Chinese,9173927297
11785,41534110,CHANG HONG,Chinese,7188215988
11786,50048074,GREAT WALL NYC,Chinese,7185837241
11787,50012243,DUMPLING GALAXY,Chinese,2125183265
11788,41542863,LUCKY RESTAURANT,Chinese,7183291506
11789,50060623,SZECHUAN GARDEN,Chinese,3477133703
